"","Carpinteria.interaction.type","Carpinteria.con.taxonomy","Carpinteria.con.taxonomy.level","Carpinteria.con.common","Carpinteria.con.lifestage","Carpinteria.res.taxonomy","Carpinteria.res.taxonomy.level","Carpinteria.res.common","Carpinteria.res.lifestage","Carpinteria.con_taxon_id","Carpinteria.res_taxon_id"
"1331",NA,"Macoma nasuta","species","Bent-nosed Clam","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",56,34
"1332",NA,"Tagelus affinis","species","Fat Jackknife Clam","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",93,34
"1333",NA,"Nycticorax nycticorax","species","Black-crowned Night Heron","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",65,24
"1334",NA,"Egretta thula","species","Snowy Egret","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",37,52
"1335",NA,"Limosa fedoa","species","Marbled Godwit","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",55,52
"1336",NA,"Pachygrapsus crassipes","species","Striped Shore Crab","adults","Parvatrema sp.","genus","Parvatrema sp.","metacercaria",68,87
"1337",NA,"Mergus serrator","species","Red-breasted Merganser","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",60,51
"1338",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",26,55
"1339",NA,"Egretta caerulea","species","Little Blue Heron","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",36,52
"1340",NA,"Tagelus subteres","species","Lesser Tagelus","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",95,2
"1341",NA,"Tringa melanoleuca","species","Greater Yellowlegs","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","metacercaria",98,2
"1342",NA,"Calidris alpina","species","Dunlin","adults","Renicola sp.","genus","Renicola sp.","metacercaria",20,104
"1343",NA,"Numenius americanus","species","Long-billed Curlew","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",62,24
"1344",NA,"Pluvialis squatarola","species","Black-bellied Plover","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",77,69
"1345",NA,"Larus californicus","species","California Gull","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",49,24
"1346",NA,"Accipiter cooperi","species","Cooper's Hawk","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","adults",3,17
"1347",NA,"Tagelus subteres","species","Lesser Tagelus","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",95,86
"1348",NA,"Recurvirostra americana","species","American Avocet","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",85,52
"1349",NA,"Charadrius semipalmatus","species","Semipalmated Plover","adults","Renicola sp.","genus","Renicola sp.","metacercaria",28,104
"1350",NA,"Egretta alba","species","Great Egret","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",35,51
"1351",NA,"Nycticorax nycticorax","species","Black-crowned Night Heron","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",65,51
"1352",NA,"Pluvialis squatarola","species","Black-bellied Plover","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",77,55
"1353",NA,"Actitis macularia","species","Spotted Sandpiper","adults","Renicola sp.","genus","Renicola sp.","metacercaria",4,104
"1354",NA,"Larus philadelphia","species","Bonaparte's Gull","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",52,55
"1355",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",26,52
"1356",NA,"Larus californicus","species","California Gull","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",49,51
"1357",NA,"Calidris alpina","species","Dunlin","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","metacercaria",20,34
"1358",NA,"Calidris alpina","species","Dunlin","adults","Parorchis acanthus","species","Parorchis acanthus","metacercaria",20,86
"1359",NA,"Butorides virescens","species","Green Heron","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",19,52
"1360",NA,"Accipiter cooperi","species","Cooper's Hawk","adults","Catatropis johnstoni","species","Catatropis johnstoni","adults",3,26
"1361",NA,"Pluvialis squatarola","species","Black-bellied Plover","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",77,52
"1362",NA,"Charadrius semipalmatus","species","Semipalmated Plover","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","metacercaria",28,34
"1363",NA,"Charadrius semipalmatus","species","Semipalmated Plover","adults","Parorchis acanthus","species","Parorchis acanthus","metacercaria",28,86
"1364",NA,"Macoma nasuta","species","Bent-nosed Clam","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",56,2
"1365",NA,"Tagelus affinis","species","Fat Jackknife Clam","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",93,2
"1366",NA,"Sterna caspia","species","Caspian Tern","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",91,51
"1367",NA,"Larus delawarensis","species","Ring-billed Gull","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",51,24
"1368",NA,"Tringa melanoleuca","species","Greater Yellowlegs","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",98,55
"1369",NA,"Limnodromus scilopaceus","species","Long-billed Dowitcher","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","metacercaria",54,2
"1370",NA,"Actitis macularia","species","Spotted Sandpiper","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","metacercaria",4,34
"1371",NA,"Actitis macularia","species","Spotted Sandpiper","adults","Parorchis acanthus","species","Parorchis acanthus","metacercaria",4,86
"1372",NA,"Larus philadelphia","species","Bonaparte's Gull","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",52,52
"1373",NA,"Macoma nasuta","species","Bent-nosed Clam","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",56,86
"1374",NA,"Tagelus affinis","species","Fat Jackknife Clam","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",93,86
"1375",NA,"Larus canus","species","Mew Gull","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",50,24
"1376",NA,"Calidris alpina","species","Dunlin","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","metacercaria",20,73
"1377",NA,"Anas platyrhynchos","species","Mallard","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",11,57
"1378",NA,"Podilymbus podiceps","species","Pied-billed Grebe","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",78,24
"1379",NA,"Numenius phaeopus","species","Whimbrel","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",63,24
"1380",NA,"Bucephala albeola","species","Bufflehead","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",18,24
"1381",NA,"Corvus brachyrhynchos","species","American Crow","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",32,24
"1382",NA,"Tringa melanoleuca","species","Greater Yellowlegs","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",98,52
"1383",NA,"Egretta thula","species","Snowy Egret","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",37,24
"1384",NA,"Limosa fedoa","species","Marbled Godwit","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",55,24
"1385",NA,"Calidris mauri","species","Western Sandpiper","adults","Renicola sp.","genus","Renicola sp.","metacercaria",21,104
"1386",NA,"Ardea herodius","species","Great Blue Heron","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",13,107
"1387",NA,"Limnodromus scilopaceus","species","Long-billed Dowitcher","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",54,69
"1388",NA,"Ceryle alcyon","species","Belted Kingfisher","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",27,52
"1389",NA,"Egretta caerulea","species","Little Blue Heron","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",36,24
"1390",NA,"Phalacrocorax penicillatus","species","Double-crested Cormorant","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",73,107
"1391",NA,"Podilymbus podiceps","species","Pied-billed Grebe","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",78,51
"1392",NA,"Limnodromus scilopaceus","species","Long-billed Dowitcher","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",54,55
"1393",NA,"Charadrius vociferus","species","Killdeer","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",29,69
"1394",NA,"Calidris minutilla","species","Least Sandpiper","adults","Renicola sp.","genus","Renicola sp.","metacercaria",22,104
"1395",NA,"Egretta thula","species","Snowy Egret","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",37,51
"1396",NA,"Anas americana","species","American Wigeon","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",7,57
"1397",NA,"Tagelus subteres","species","Lesser Tagelus","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",95,55
"1398",NA,"Calidris mauri","species","Western Sandpiper","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","metacercaria",21,34
"1399",NA,"Calidris mauri","species","Western Sandpiper","adults","Parorchis acanthus","species","Parorchis acanthus","metacercaria",21,86
"1400",NA,"Egretta caerulea","species","Little Blue Heron","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",36,51
"1401",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",26,24
"1402",NA,"Ardea herodius","species","Great Blue Heron","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","adults",13,57
"1403",NA,"Limnodromus scilopaceus","species","Long-billed Dowitcher","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",54,52
"1404",NA,"Calidris alpina","species","Dunlin","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","metacercaria",20,2
"1405",NA,"Recurvirostra americana","species","American Avocet","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",85,51
"1406",NA,"Calidris minutilla","species","Least Sandpiper","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","metacercaria",22,34
"1407",NA,"Calidris minutilla","species","Least Sandpiper","adults","Parorchis acanthus","species","Parorchis acanthus","metacercaria",22,86
"1408",NA,"Phalacrocorax penicillatus","species","Double-crested Cormorant","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","adults",73,57
"1409",NA,"Pluvialis squatarola","species","Black-bellied Plover","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",77,24
"1410",NA,"Charadrius semipalmatus","species","Semipalmated Plover","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","metacercaria",28,2
"1411",NA,"Larus philadelphia","species","Bonaparte's Gull","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",52,24
"1412",NA,"Actitis macularia","species","Spotted Sandpiper","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","metacercaria",4,2
"1413",NA,"Oxyura jamaicensis","species","Ruddy Duck","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",67,57
"1414",NA,"Aechmophorus occidentalis","species","Western Grebe","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",5,107
"1415",NA,"Accipiter cooperi","species","Cooper's Hawk","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","adults",3,34
"1416",NA,"Butorides virescens","species","Green Heron","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",19,51
"1417",NA,"Calidris minutilla","species","Least Sandpiper","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","metacercaria",22,73
"1418",NA,"Calidris alpina","species","Dunlin","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",20,69
"1419",NA,"Charadrius semipalmatus","species","Semipalmated Plover","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",28,69
"1420",NA,"Calidris alpina","species","Dunlin","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",20,55
"1421",NA,"Mergus serrator","species","Red-breasted Merganser","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",60,107
"1422",NA,"Actitis macularia","species","Spotted Sandpiper","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",4,69
"1423",NA,"Bucephala albeola","species","Bufflehead","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",18,57
"1424",NA,"Actitis macularia","species","Spotted Sandpiper","adults","Himasthla rhigedana","species","Himasthla rhigedana","metacercaria",4,55
"1425",NA,"Aechmophorus occidentalis","species","Western Grebe","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","adults",5,57
"1426",NA,"Anas discors","species","Blue-winged Teal","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",10,57
"1427",NA,"Egretta alba","species","Great Egret","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",35,107
"1428",NA,"Nycticorax nycticorax","species","Black-crowned Night Heron","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",65,107
"1429",NA,"Anas cyanoptera","species","Cinnamon Teal","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",9,57
"1430",NA,"Pachygrapsus crassipes","species","Striped Shore Crab","adults","Renicola sp.","genus","Renicola sp.","metacercaria",68,104
"1431",NA,"Anas crecca","species","Green-winged Teal","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","parthenitae",8,57
"1432",NA,"Hemigrapsus oregonensis","species","Green Shore Crab","adults","Parvatrema sp.","genus","Parvatrema sp.","metacercaria",44,87
"1433",NA,"Calidris alpina","species","Dunlin","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",20,52
"1434",NA,"Ceryle alcyon","species","Belted Kingfisher","adults","Glossocercus sp.","genus","Glossocercus sp.","plerocercoid",27,51
"1435",NA,"Calidris mauri","species","Western Sandpiper","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","metacercaria",21,2
"1436",NA,"Numenius americanus","species","Long-billed Curlew","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","adults",62,107
